         10857816 function calls (10158985 primitive calls) in 16.977 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3784    0.005    0.000    0.031    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:455(__init__)
     5623    0.005    0.000    0.006    0.000 {built-in method _functools.reduce}
     1415    0.005    0.000    0.796    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\errors.py:536(__init__)
    39980    0.005    0.000    0.005    0.000 {built-in method builtins.iter}
    34729    0.005    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:554(_get_name)
     4057    0.005    0.000    0.010    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:1051(__init__)
     6532    0.005    0.000    0.005    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
     1508    0.005    0.000    0.042    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:875(call)
    24466    0.005    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\compiler.py:354(__getattr__)
     1490    0.005    0.000    0.016    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:349(__init__)
     4337    0.005    0.000    0.018    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:123(_match)
     9437    0.005    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\copy.py:231(_keep_alive)
     1573    0.005    0.000    0.007    0.000 C:\Users\viola\miniconda3\Lib\contextlib.py:491(push)
     1510    0.005    0.000    0.012    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:30(descr)
     1118    0.005    0.000    0.054    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:973(descr_prototype)
     1737    0.005    0.000    0.021    0.000 C:\Users\viola\miniconda3\Lib\contextlib.py:567(__exit__)
     3735    0.005    0.000    0.047    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:630(get)
       60    0.005    0.000    0.039    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:982(peep_hole_delete_with_exit)
     1616    0.005    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\numpy_support.py:387(choose_types)
      682    0.005    0.000    0.018    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:662(_find_loops)
     1443    0.005    0.000    0.041    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:936(gep)
    18848    0.005    0.000    0.005    0.000 {method 'pop' of 'dict' objects}
    23878    0.005    0.000    0.005    0.000 {method 'pop' of 'list' objects}
    39225    0.005    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:195(block)
     1661    0.005    0.000    0.744    0.000 C:\Users\viola\miniconda3\Lib\pprint.py:57(pformat)
     1438    0.005    0.000    0.061    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:297(if_then)
       60    0.005    0.000    0.057    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:94(run)
     5007    0.005    0.000    0.105    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\module.py:251(_next)
11676/11668    0.005    0.000    0.060    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\manager.py:40(__getitem__)
      662    0.005    0.000    0.014    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:1588(find_callname)
     1975    0.005    0.000    0.012    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:424(wrap_constant_value)
     2569    0.005    0.000    0.029    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:158(__setattr__)
     3266    0.005    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\errors.py:262(__exit__)
     6532    0.005    0.000    0.005    0.000 C:\Users\viola\AppData\Roaming\Python\Python312\site-packages\colorama\ansitowin32.py:61(closed)
9052/8570    0.005    0.000    0.017    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\misc.py:63(unliteral)
      792    0.005    0.000    0.014    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\npydecl.py:25(_handle_inputs)
     1118    0.005    0.000    0.009    0.000 <frozen ntpath>:236(split)
     1869    0.005    0.000    0.007    0.000 {method 'sub' of 're.Pattern' objects}
     2319    0.005    0.000    0.020    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:201(__init__)
     3462    0.005    0.000    0.027    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:434(__init__)
     1740    0.005    0.000    0.026    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:333(dispatch)
     3116    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cpu_options.py:58(encode)
4093/3653    0.004    0.000    0.150    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:1542(guard)
      115    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\ctypes\__init__.py:49(create_string_buffer)
     5666    0.004    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\context.py:250(_get_attribute_templates)
1769/1383    0.004    0.000    0.089    0.000 C:\Users\viola\miniconda3\Lib\copy.py:247(_reconstruct)
     7848    0.004    0.000    0.007    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\value.py:87(__init__)
      224    0.004    0.000    0.038    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1323(dump)
     4345    0.004    0.000    0.036    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ssa.py:207(_run_ssa_block_pass)
    10303    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\ffi.py:339(detach)
     1063    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:3015(__init__)
      576    0.004    0.000    0.082    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\context.py:744(load_additional_registries)
     3307    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1550(get_definition)
     1603    0.004    0.000    0.463    0.000 C:\Users\viola\miniconda3\Lib\pprint.py:209(_pprint_dict)
    60/40    0.004    0.000   13.585    0.340 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typed_passes.py:437(run_pass)
     1086    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\typeof.py:66(_typeof_buffer)
      531    0.004    0.000    0.025    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\packer.py:73(__init__)
     2330    0.004    0.000    0.097    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:281(goto_entry_block)
       60    0.004    0.000    0.022    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:2316(fixup_var_define_in_scope)
     1491    0.004    0.000    0.520    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\context.py:374(resolve_value_type)
      760    0.004    0.000    0.027    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\module.py:45(add_metadata)
     1593    0.004    0.000    0.022    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:977(insert_value)
     7147    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:674(get_field_position)
     6532    0.004    0.000    0.004    0.000 {built-in method msvcrt.get_osfhandle}
     3700    0.004    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\context.py:499(_lookup_global)
     1797    0.004    0.000    0.019    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1097(add_type)
     1682    0.004    0.000    0.039    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1794(_dispatch)
    21176    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\analysis.py:69(<genexpr>)
   110/48    0.004    0.000    0.068    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:632(remove_dead_block)
      315    0.004    0.000    0.020    0.000 <frozen ntpath>:766(relpath)
     5053    0.004    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:27(as_pointer)
       31    0.004    0.000    0.004    0.000 {built-in method nt.listdir}
      168    0.004    0.000    0.241    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:112(strformat)
    28/25    0.004    0.000    0.008    0.000 {built-in method _imp.exec_dynamic}
        7    0.004    0.001    0.004    0.001 {method 'readlines' of '_io._IOBase' objects}
  755/364    0.004    0.000    8.873    0.024 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:697(_get_impl)
     1661    0.004    0.000    0.737    0.000 C:\Users\viola\miniconda3\Lib\pprint.py:159(pformat)
     9834    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\ffi.py:322(__init__)
     2154    0.004    0.000    0.011    0.000 C:\Users\viola\miniconda3\Lib\copy.py:200(_deepcopy_tuple)
     1614    0.004    0.000    0.099    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:1562(decref)
     1593    0.004    0.000    0.017    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:693(__init__)
     4534    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\utils.py:485(__setitem__)
  736/574    0.004    0.000    0.300    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:526(get_function)
     1764    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1279(find_exprs)
    50/31    0.004    0.000    0.025    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:823(find_potential_aliases)
     1477    0.004    0.000    0.021    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:568(_icmp)
    22033    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\analysis.py:40(<genexpr>)
      401    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:3119(_bind)
     6793    0.004    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:241(format_constant)
    49/31    0.004    0.000    0.012    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:1196(get_call_table)
    16696    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:256(__hash__)
  665/534    0.004    0.000    3.539    0.007 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:1170(lower_expr)
    17065    0.004    0.000    0.004    0.000 {method 'index' of 'tuple' objects}
     1230    0.004    0.000    0.013    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:2211(enforce_no_dels)
     6112    0.004    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\compiler_machinery.py:429(is_registered)
     7651    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:575(function_type)
     6532    0.004    0.000    0.004    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
     2140    0.004    0.000    0.025    0.000 C:\Users\viola\miniconda3\Lib\copy.py:191(_deepcopy_list)
11620/4949    0.004    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\packer.py:144(rec)
     1086    0.004    0.000    0.022    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\typeof.py:41(typeof_impl)
  980/405    0.004    0.000    9.798    0.024 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\context.py:233(_resolve_user_function_type)
     9884    0.004    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\utils.py:372(key)
2250/1604    0.004    0.000    0.018    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:406(visit_vars_stmt)
      807    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\cffi\api.py:952(_builtin_function_type)
     1342    0.004    0.000    0.101    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:1506(delvar)
      415    0.004    0.000    0.218    0.001 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\module.py:11(parse_assembly)
      236    0.004    0.000    0.014    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:188(fold_arguments)
     9957    0.004    0.000    0.004    0.000 {method 'upper' of 'str' objects}
     2485    0.004    0.000    0.028    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:926(__str__)
     2319    0.004    0.000    0.012    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:1154(__init__)
     1200    0.004    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:942(define)
     7356    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\npytypes.py:482(key)
    59/39    0.004    0.000    0.015    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:996(get_block_copies)
 1244/941    0.004    0.000    3.587    0.004 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:650(lower_assign)
     2985    0.004    0.000    0.046    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:710(getter)
     2940    0.004    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\compiler_machinery.py:385(resolve_requires)
     3266    0.003    0.000    1.157    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\errors.py:243(__init__)
     6532    0.003    0.000    0.003    0.000 C:\Users\viola\AppData\Roaming\Python\Python312\site-packages\colorama\ansitowin32.py:131(get_win32_calls)
 1518/531    0.003    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\packer.py:175(rec)
     4371    0.003    0.000    0.006    0.000 {built-in method builtins.all}
     2319    0.003    0.000    0.015    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:961(append_basic_block)
     5958    0.003    0.000    0.003    0.000 {method 'decode' of 'bytes' objects}
     3176    0.003    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:445(elements)
     1951    0.003    0.000    0.010    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:781(__init__)
       60    0.003    0.000    0.021    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1014(peep_hole_fuse_dict_add_updates)
     1702    0.003    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:182(signature)
     2206    0.003    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\warnings.py:482(__enter__)
    11004    0.003    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\logging\__init__.py:1517(debug)
     9834    0.003    0.000    0.005    0.000 <frozen os>:748(check_str)
     1627    0.003    0.000    0.026    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:922(gep)
     1006    0.003    0.000    0.088    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\extending.py:129(decorate)
  419/145    0.003    0.000    9.651    0.067 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:575(__call__)
     6390    0.003    0.000    0.013    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:103(add_edge)
     1128    0.003    0.000    0.056    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\analysis.py:71(fix_point)
      351    0.003    0.000    0.378    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:99(__init__)
     1080    0.003    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\site-packages\cffi\api.py:194(typeof)
      260    0.003    0.000    0.062    0.000 <frozen importlib._bootstrap_external>:1590(find_spec)
       60    0.003    0.000    0.239    0.004 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1361(interpret)
     1500    0.003    0.000    0.043    0.000 C:\Users\viola\miniconda3\Lib\functools.py:904(wrapper)
     1983    0.003    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:918(__init__)
      595    0.003    0.000    0.234    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:49(_find)
      441    0.003    0.000    0.027    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:215(set_weights)
